slug,name,owner,description,stargazerCount,forkCount,watchersCount,openIssuesCount,openPullRequestsCount,releasesCount,primaryLanguage,createdAt,updatedAt,url,hasGithubSponsor
freecodecamp_freecodecamp,freeCodeCamp,freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",424977,41066,8587,202,101,0,TypeScript,2014-12-24T17:49:19Z,2025-08-03T14:29:04Z,https://github.com/freeCodeCamp/freeCodeCamp,True
sindresorhus_awesome,awesome,sindresorhus,😎 Awesome lists about all kinds of interesting topics,388490,31017,7989,13,37,0,,2014-07-11T13:42:37Z,2025-08-03T14:34:40Z,https://github.com/sindresorhus/awesome,True
ebookfoundation_free-programming-books,free-programming-books,EbookFoundation,:books: Freely available programming books,364327,63863,9873,31,7,0,Python,2013-10-11T06:50:37Z,2025-08-03T14:19:44Z,https://github.com/EbookFoundation/free-programming-books,True
kamranahmedse_developer-roadmap,developer-roadmap,kamranahmedse,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",332998,42507,6865,291,33,1,TypeScript,2017-03-15T13:45:52Z,2025-08-03T14:35:02Z,https://github.com/kamranahmedse/developer-roadmap,True
trekhleb_javascript-algorithms,javascript-algorithms,trekhleb,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,192647,30799,4290,136,229,0,JavaScript,2018-03-24T07:47:04Z,2025-08-03T14:37:50Z,https://github.com/trekhleb/javascript-algorithms,True
ohmyzsh_ohmyzsh,ohmyzsh,ohmyzsh,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community.",180426,26161,2634,139,362,0,Shell,2009-08-28T18:15:37Z,2025-08-03T13:30:20Z,https://github.com/ohmyzsh/ohmyzsh,True
twbs_bootstrap,bootstrap,twbs,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",172771,79134,6693,406,156,93,MDX,2011-07-29T21:19:00Z,2025-08-03T14:33:00Z,https://github.com/twbs/bootstrap,True
avelino_awesome-go,awesome-go,avelino,"A curated list of awesome Go frameworks, libraries and software",148978,12458,2822,5,122,0,Go,2014-07-06T13:42:15Z,2025-08-03T14:34:51Z,https://github.com/avelino/awesome-go,True
f_awesome-chatgpt-prompts,awesome-chatgpt-prompts,f,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,131895,17493,1529,0,277,0,JavaScript,2022-12-05T13:54:13Z,2025-08-03T14:23:08Z,https://github.com/f/awesome-chatgpt-prompts,True
yangshun_tech-interview-handbook,tech-interview-handbook,yangshun,💯 Curated coding interview preparation materials for busy software engineers,128257,15617,2173,41,13,0,TypeScript,2016-07-05T05:00:48Z,2025-08-03T13:48:26Z,https://github.com/yangshun/tech-interview-handbook,True
521xueweihan_hellogithub,HelloGitHub,521xueweihan,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",123619,10600,3980,208,2,57,Python,2016-05-04T06:24:11Z,2025-08-03T14:39:45Z,https://github.com/521xueweihan/HelloGitHub,True
mrdoob_three.js,three.js,mrdoob,JavaScript 3D Library.,107925,35930,2542,433,137,171,JavaScript,2010-03-23T18:58:01Z,2025-08-03T14:39:25Z,https://github.com/mrdoob/three.js,True
samber_lo,lo,samber,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",19854,889,80,123,86,61,Go,2022-03-02T12:48:45Z,2025-08-03T13:43:30Z,https://github.com/samber/lo,True
fatedier_frp,frp,fatedier,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,96828,14276,1573,55,3,105,Go,2015-12-21T15:24:59Z,2025-08-03T14:13:11Z,https://github.com/fatedier/frp,True
tauri-apps_tauri,tauri,tauri-apps,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",95177,3002,529,1118,65,1000,Rust,2019-07-13T09:09:37Z,2025-08-03T14:23:25Z,https://github.com/tauri-apps/tauri,True
rustdesk_rustdesk,rustdesk,rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",94821,13870,538,59,20,31,Rust,2020-09-28T15:36:08Z,2025-08-03T14:40:41Z,https://github.com/rustdesk/rustdesk,True
iluwatar_java-design-patterns,java-design-patterns,iluwatar,Design patterns implemented in Java,92366,27124,3733,129,28,0,Java,2014-08-09T16:45:18Z,2025-08-03T14:12:39Z,https://github.com/iluwatar/java-design-patterns,True
neovim_neovim,neovim,neovim,Vim-fork focused on extensibility and usability,91627,6221,984,1645,324,45,Vim Script,2014-01-31T13:39:22Z,2025-08-03T14:19:11Z,https://github.com/neovim/neovim,True
supabase_supabase,supabase,supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",86488,9381,587,277,464,22,TypeScript,2019-10-12T05:56:49Z,2025-08-03T14:15:41Z,https://github.com/supabase/supabase,True
django_django,django,django,The Web framework for perfectionists with deadlines.,84451,32749,2283,0,353,0,Python,2012-04-28T02:47:18Z,2025-08-03T14:03:46Z,https://github.com/django/django,True
opencv_opencv,opencv,opencv,Open Source Computer Vision Library,83345,56241,2636,2600,154,66,C++,2012-07-19T09:40:17Z,2025-08-03T13:32:57Z,https://github.com/opencv/opencv,True
tonsky_firacode,FiraCode,tonsky,Free monospaced font with programming ligatures,79758,3163,716,409,6,29,Clojure,2014-11-11T19:32:38Z,2025-08-03T13:27:22Z,https://github.com/tonsky/FiraCode,True
mungell_awesome-for-beginners,awesome-for-beginners,MunGell,A list of awesome beginners-friendly projects.,76206,7329,1287,10,17,0,,2015-10-24T19:53:36Z,2025-08-03T14:40:56Z,https://github.com/MunGell/awesome-for-beginners,True
anuraghazra_github-readme-stats,github-readme-stats,anuraghazra,:zap: Dynamically generated stats for your github readmes,74752,25518,288,196,233,0,JavaScript,2020-07-09T10:34:22Z,2025-08-03T13:39:04Z,https://github.com/anuraghazra/github-readme-stats,True
typicode_json-server,json-server,typicode,Get a full fake REST API with zero coding in less than 30 seconds (seriously),74700,7193,1009,618,99,38,JavaScript,2013-11-27T13:21:13Z,2025-08-03T08:32:35Z,https://github.com/typicode/json-server,True
vitejs_vite,vite,vitejs,Next generation frontend tooling. It's fast!,74513,7022,456,475,161,589,TypeScript,2020-04-21T05:03:57Z,2025-08-03T12:56:55Z,https://github.com/vitejs/vite,True
syncthing_syncthing,syncthing,syncthing,Open Source Continuous File Synchronization,74073,4681,1021,327,16,434,Go,2013-11-26T09:48:21Z,2025-08-03T13:49:03Z,https://github.com/syncthing/syncthing,True
hoppscotch_hoppscotch,hoppscotch,hoppscotch,"Open source API development ecosystem - https://hoppscotch.io (open-source alternative to Postman, Insomnia)",73319,5103,504,482,50,82,TypeScript,2019-08-21T13:15:24Z,2025-08-03T14:11:27Z,https://github.com/hoppscotch/hoppscotch,True
louislam_uptime-kuma,uptime-kuma,louislam,A fancy self-hosted monitoring tool,72691,6459,296,696,91,111,JavaScript,2021-07-03T01:02:42Z,2025-08-03T14:37:29Z,https://github.com/louislam/uptime-kuma,True
junegunn_fzf,fzf,junegunn,:cherry_blossom: A command-line fuzzy finder,72511,2558,396,230,64,70,Go,2013-10-23T16:04:23Z,2025-08-03T14:25:32Z,https://github.com/junegunn/fzf,True
abi_screenshot-to-code,screenshot-to-code,abi,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),70506,8711,416,100,22,0,Python,2023-11-14T17:53:32Z,2025-08-03T12:41:23Z,https://github.com/abi/screenshot-to-code,True
thedaviddias_front-end-checklist,Front-End-Checklist,thedaviddias,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,70483,6520,1439,1,0,1,,2017-10-16T10:12:36Z,2025-08-03T11:24:07Z,https://github.com/thedaviddias/Front-End-Checklist,True
pallets_flask,flask,pallets,The Python micro framework for building web applications.,70104,16507,2104,6,9,36,Python,2010-04-06T11:11:59Z,2025-08-03T13:35:15Z,https://github.com/pallets/flask,True
hakimel_reveal.js,reveal.js,hakimel,The HTML Presentation Framework,69252,16738,1649,771,86,49,JavaScript,2011-06-07T18:54:22Z,2025-08-03T14:32:56Z,https://github.com/hakimel/reveal.js,True
swisskyrepo_payloadsallthethings,PayloadsAllTheThings,swisskyrepo,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,68929,15769,1895,0,14,5,Python,2016-10-18T07:29:07Z,2025-08-03T14:33:27Z,https://github.com/swisskyrepo/PayloadsAllTheThings,True
clash-verge-rev_clash-verge-rev,clash-verge-rev,clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",68483,5203,205,72,4,49,TypeScript,2023-11-21T18:24:03Z,2025-08-03T14:39:01Z,https://github.com/clash-verge-rev/clash-verge-rev,True
python_cpython,cpython,python,The Python programming language,68139,32496,1525,7252,1995,0,Python,2017-02-10T19:23:51Z,2025-08-03T14:16:16Z,https://github.com/python/cpython,True
fffaraz_awesome-cpp,awesome-cpp,fffaraz,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",65378,8063,2058,346,73,0,,2014-07-17T08:51:11Z,2025-08-03T14:39:39Z,https://github.com/fffaraz/awesome-cpp,True
eugeny_tabby,tabby,Eugeny,A terminal for a more modern age,65266,3673,450,2255,64,197,TypeScript,2016-12-23T09:06:10Z,2025-08-03T13:31:23Z,https://github.com/Eugeny/tabby,True
xtekky_gpt4free,gpt4free,xtekky,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5",64801,13688,487,15,0,322,Python,2023-03-29T17:00:43Z,2025-08-03T14:24:12Z,https://github.com/xtekky/gpt4free,True
lobehub_lobe-chat,lobe-chat,lobehub,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application.",64053,13307,273,854,91,1000,TypeScript,2023-05-21T07:19:12Z,2025-08-03T14:33:20Z,https://github.com/lobehub/lobe-chat,True
juliangarnier_anime,anime,juliangarnier,JavaScript animation engine,62694,4185,769,84,6,21,JavaScript,2016-03-13T21:37:45Z,2025-08-03T13:48:08Z,https://github.com/juliangarnier/anime,True
jesseduffield_lazygit,lazygit,jesseduffield,simple terminal UI for git commands,62553,2144,299,694,69,167,Go,2018-05-19T00:53:06Z,2025-08-03T13:53:51Z,https://github.com/jesseduffield/lazygit,True
sindresorhus_awesome-nodejs,awesome-nodejs,sindresorhus,:zap: Delightful Node.js packages and resources,62013,6046,1687,3,26,0,,2014-07-11T13:35:34Z,2025-08-03T12:35:31Z,https://github.com/sindresorhus/awesome-nodejs,True
dair-ai_prompt-engineering-guide,Prompt-Engineering-Guide,dair-ai,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",60353,6138,642,149,69,0,MDX,2022-12-16T16:04:50Z,2025-08-03T14:32:10Z,https://github.com/dair-ai/Prompt-Engineering-Guide,True
adam-p_markdown-here,markdown-here,adam-p,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",59982,11192,1006,305,15,17,JavaScript,2012-05-13T03:27:22Z,2025-08-03T10:22:52Z,https://github.com/adam-p/markdown-here,True
nuxt_nuxt,nuxt,nuxt,The Intuitive Vue Framework.,57810,5325,787,769,78,254,TypeScript,2016-10-26T11:18:47Z,2025-08-03T13:49:15Z,https://github.com/nuxt/nuxt,True
solido_awesome-flutter,awesome-flutter,Solido,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.",56689,6774,1577,0,27,0,Dart,2017-05-07T11:45:27Z,2025-08-03T12:35:38Z,https://github.com/Solido/awesome-flutter,True
nocodb_nocodb,nocodb,nocodb,🔥 🔥 🔥 Open Source Airtable Alternative,56210,4068,382,624,67,172,TypeScript,2017-10-29T18:51:48Z,2025-08-03T14:08:46Z,https://github.com/nocodb/nocodb,True
traefik_traefik,traefik,traefik,The Cloud Native Application Proxy,55864,5418,671,635,29,481,Go,2015-09-13T19:04:02Z,2025-08-03T14:34:30Z,https://github.com/traefik/traefik,True
deepfakes_faceswap,faceswap,deepfakes,Deepfakes Software For All,54341,13427,1538,33,6,4,Python,2017-12-19T09:44:13Z,2025-08-03T13:35:38Z,https://github.com/deepfakes/faceswap,True
burntsushi_ripgrep,ripgrep,BurntSushi,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,54157,2194,291,130,74,72,Rust,2016-03-11T02:02:33Z,2025-08-03T14:17:07Z,https://github.com/BurntSushi/ripgrep,True
pmndrs_zustand,zustand,pmndrs,🐻 Bear necessities for state management in React,53928,1758,176,3,2,97,TypeScript,2019-04-09T09:10:06Z,2025-08-03T14:22:47Z,https://github.com/pmndrs/zustand,True
toeverything_affine,AFFiNE,toeverything,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",53901,3635,249,238,56,544,TypeScript,2022-07-31T18:45:21Z,2025-08-03T14:36:53Z,https://github.com/toeverything/AFFiNE,True
vllm-project_vllm,vllm,vllm-project,A high-throughput and memory-efficient inference and serving engine for LLMs,53830,9101,413,1816,895,70,Python,2023-02-09T11:23:20Z,2025-08-03T14:28:19Z,https://github.com/vllm-project/vllm,True
sharkdp_bat,bat,sharkdp,A cat(1) clone with wings.,53724,1318,210,327,37,41,Rust,2018-04-21T10:52:23Z,2025-08-03T13:40:08Z,https://github.com/sharkdp/bat,True
wasabeef_awesome-android-ui,awesome-android-ui,wasabeef,A curated list of awesome Android UI/UX libraries,53222,10220,2759,20,17,0,,2014-12-24T01:45:03Z,2025-08-03T12:30:49Z,https://github.com/wasabeef/awesome-android-ui,True
pi-hole_pi-hole,pi-hole,pi-hole,A black hole for Internet advertisements,52792,2851,706,33,10,118,Shell,2014-06-08T15:02:55Z,2025-08-03T13:38:06Z,https://github.com/pi-hole/pi-hole,True
withastro_astro,astro,withastro,The web framework for content-driven websites. ⭐️ Star to support our work!,52632,2849,201,168,41,1000,TypeScript,2021-03-15T17:19:47Z,2025-08-03T13:30:59Z,https://github.com/withastro/astro,True
tiimgreen_github-cheat-sheet,github-cheat-sheet,tiimgreen,A list of cool features of Git and GitHub.,51832,5331,1375,23,16,0,,2014-04-12T16:38:42Z,2025-08-03T13:18:15Z,https://github.com/tiimgreen/github-cheat-sheet,True
rclone_rclone,rclone,rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",51787,4622,573,980,185,114,Go,2014-03-16T16:19:57Z,2025-08-03T13:56:12Z,https://github.com/rclone/rclone,True
rclone_rclone,rclone,rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",51787,4622,573,980,185,114,Go,2014-03-16T16:19:57Z,2025-08-03T13:56:12Z,https://github.com/rclone/rclone,True
wagoodman_dive,dive,wagoodman,A tool for exploring each layer in a docker image,51561,1894,365,157,14,28,Go,2018-05-13T15:44:01Z,2025-08-03T10:28:57Z,https://github.com/wagoodman/dive,True
sickcodes_docker-osx,Docker-OSX,sickcodes,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,51102,2849,445,386,18,0,Shell,2020-06-04T11:01:37Z,2025-08-03T13:31:42Z,https://github.com/sickcodes/Docker-OSX,True
prettier_prettier,prettier,prettier,Prettier is an opinionated code formatter.,50794,4542,413,1216,256,127,JavaScript,2016-11-29T17:13:37Z,2025-08-03T11:29:52Z,https://github.com/prettier/prettier,True
laurent22_joplin,joplin,laurent22,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",50582,5423,484,536,27,382,TypeScript,2017-01-16T21:49:41Z,2025-08-03T14:05:00Z,https://github.com/laurent22/joplin,True
starship_starship,starship,starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",50263,2181,194,729,183,135,Rust,2019-04-02T03:23:12Z,2025-08-03T14:22:16Z,https://github.com/starship/starship,True
tryghost_ghost,Ghost,TryGhost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",50075,10971,1030,55,112,895,JavaScript,2013-05-04T11:09:13Z,2025-08-03T13:12:03Z,https://github.com/TryGhost/Ghost,True
werwolv_imhex,ImHex,WerWolv,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",49948,2196,498,228,18,79,C++,2020-11-10T14:27:00Z,2025-08-03T14:07:05Z,https://github.com/WerWolv/ImHex,True
jgthms_bulma,bulma,jgthms,Modern CSS framework based on Flexbox,49864,3941,581,327,177,22,CSS,2016-01-23T23:48:34Z,2025-08-03T05:40:38Z,https://github.com/jgthms/bulma,True
firstcontributions_first-contributions,first-contributions,firstcontributions,🚀✨ Help beginners to contribute to open source projects,49710,89318,514,21,75,0,,2016-09-20T14:35:09Z,2025-08-03T14:40:30Z,https://github.com/firstcontributions/first-contributions,True
mastodon_mastodon,mastodon,mastodon,"Your self-hosted, globally interconnected microblogging community",48793,7254,713,4003,219,286,Ruby,2016-02-22T15:01:25Z,2025-08-03T14:33:58Z,https://github.com/mastodon/mastodon,True
narkoz_hacker-scripts,hacker-scripts,NARKOZ,Based on a true story,48615,6642,2077,35,32,0,JavaScript,2015-11-21T19:05:09Z,2025-08-03T13:38:48Z,https://github.com/NARKOZ/hacker-scripts,True
asabeneh_30-days-of-python,30-Days-Of-Python,Asabeneh,"30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",48157,9194,864,53,135,0,Python,2019-11-19T17:24:16Z,2025-08-03T14:23:26Z,https://github.com/Asabeneh/30-Days-Of-Python,True
iamkun_dayjs,dayjs,iamkun,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,48045,2370,278,919,220,119,JavaScript,2018-04-10T09:26:44Z,2025-08-03T07:47:16Z,https://github.com/iamkun/dayjs,True
dani-garcia_vaultwarden,vaultwarden,dani-garcia,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",47526,2240,259,8,11,73,Rust,2018-02-17T22:40:20Z,2025-08-03T13:37:59Z,https://github.com/dani-garcia/vaultwarden,True
julialang_julia,julia,JuliaLang,The Julia Programming Language,47422,5613,927,3968,1032,181,Julia,2011-04-21T07:01:50Z,2025-08-03T14:31:04Z,https://github.com/JuliaLang/julia,True
mintplex-labs_anything-llm,anything-llm,Mintplex-Labs,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more.",47375,4827,331,251,31,19,JavaScript,2023-06-04T02:29:14Z,2025-08-03T14:42:11Z,https://github.com/Mintplex-Labs/anything-llm,True
kamranahmedse_design-patterns-for-humans,design-patterns-for-humans,kamranahmedse,An ultra-simplified explanation to design patterns,46690,5429,1200,5,11,0,,2017-02-16T21:24:39Z,2025-08-03T12:41:28Z,https://github.com/kamranahmedse/design-patterns-for-humans,True
nlohmann_json,json,nlohmann,JSON for Modern C++,46686,7082,753,39,62,45,C++,2013-07-04T08:47:49Z,2025-08-03T11:21:48Z,https://github.com/nlohmann/json,True
pixijs_pixijs,pixijs,pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",45478,4877,989,246,31,292,TypeScript,2013-01-21T22:40:50Z,2025-08-03T14:04:10Z,https://github.com/pixijs/pixijs,True
jesseduffield_lazydocker,lazydocker,jesseduffield,The lazier way to manage everything docker,45455,1439,272,169,43,42,Go,2019-05-18T08:53:50Z,2025-08-03T14:24:08Z,https://github.com/jesseduffield/lazydocker,True
typst_typst,typst,typst,A new markup-based typesetting system that is powerful and easy to learn.,44482,1188,118,900,41,22,Rust,2019-09-24T21:41:56Z,2025-08-03T14:44:49Z,https://github.com/typst/typst,True
homebrew_brew,brew,Homebrew,🍺 The missing package manager for macOS (or Linux),44427,10388,733,38,11,436,Ruby,2016-03-06T05:08:38Z,2025-08-03T11:17:57Z,https://github.com/Homebrew/brew,True
coollabsio_coolify,coolify,coollabsio,An open-source & self-hostable Heroku / Netlify / Vercel alternative.,43969,2778,137,560,65,619,PHP,2021-01-25T20:54:01Z,2025-08-03T14:33:58Z,https://github.com/coollabsio/coolify,True
babel_babel,babel,babel,🐠 Babel is a compiler for writing next generation JavaScript.,43667,5729,802,598,163,441,TypeScript,2014-09-28T13:38:23Z,2025-08-03T12:38:43Z,https://github.com/babel/babel,True
react-hook-form_react-hook-form,react-hook-form,react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),43586,2258,177,67,14,585,TypeScript,2019-03-05T23:47:10Z,2025-08-03T09:11:20Z,https://github.com/react-hook-form/react-hook-form,True
streamich_react-use,react-use,streamich,React Hooks — 👍,43366,3253,262,353,277,256,TypeScript,2018-10-27T10:16:05Z,2025-08-03T12:05:19Z,https://github.com/streamich/react-use,True
yangshun_front-end-interview-handbook,front-end-interview-handbook,yangshun,🌐 Front End interview preparation materials for busy engineers (updated for 2025),43350,5934,765,10,2,0,MDX,2018-01-13T19:40:08Z,2025-08-03T11:00:01Z,https://github.com/yangshun/front-end-interview-handbook,True
usememos_memos,memos,usememos,"A modern, open-source, self-hosted knowledge management and note-taking platform designed for privacy-conscious users and organizations.",43297,3071,175,27,12,80,Go,2021-12-08T15:30:18Z,2025-08-03T12:59:39Z,https://github.com/usememos/memos,True
leaflet_leaflet,Leaflet,Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,43293,5977,896,391,144,32,JavaScript,2010-09-22T16:57:44Z,2025-08-03T12:27:55Z,https://github.com/Leaflet/Leaflet,True
sudheerj_reactjs-interview-questions,reactjs-interview-questions,sudheerj,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,42620,10012,628,3,1,0,JavaScript,2018-05-31T17:17:01Z,2025-08-03T13:59:41Z,https://github.com/sudheerj/reactjs-interview-questions,True
sudheerj_reactjs-interview-questions,reactjs-interview-questions,sudheerj,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,42620,10012,628,3,1,0,JavaScript,2018-05-31T17:17:01Z,2025-08-03T13:59:41Z,https://github.com/sudheerj/reactjs-interview-questions,True
sudheerj_reactjs-interview-questions,reactjs-interview-questions,sudheerj,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,42620,10012,628,3,1,0,JavaScript,2018-05-31T17:17:01Z,2025-08-03T13:59:41Z,https://github.com/sudheerj/reactjs-interview-questions,True
pyenv_pyenv,pyenv,pyenv,Simple Python version management,42788,3190,391,53,5,130,Roff,2012-08-31T06:57:52Z,2025-08-03T14:19:21Z,https://github.com/pyenv/pyenv,True
coreybutler_nvm-windows,nvm-windows,coreybutler,A node.js version management utility for Windows. Ironically written in Go.,42218,3576,461,78,11,23,Go,2014-09-20T16:37:28Z,2025-08-03T14:38:27Z,https://github.com/coreybutler/nvm-windows,True
flowiseai_flowise,Flowise,FlowiseAI,"Build AI Agents, Visually",42223,21651,321,583,77,72,TypeScript,2023-03-31T12:23:09Z,2025-08-03T14:03:22Z,https://github.com/FlowiseAI/Flowise,True
alamofire_alamofire,Alamofire,Alamofire,Elegant HTTP Networking in Swift,42046,7627,1058,42,8,102,Swift,2014-07-31T05:56:19Z,2025-08-03T14:45:02Z,https://github.com/Alamofire/Alamofire,True
iina_iina,iina,iina,The modern video player for macOS.,41214,2653,538,1745,54,45,Swift,2016-12-19T07:18:45Z,2025-08-03T13:17:19Z,https://github.com/iina/iina,True
naibowang_easyspider,EasySpider,NaiboWang,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,41209,5069,242,219,5,10,JavaScript,2020-07-18T02:41:27Z,2025-08-03T14:28:26Z,https://github.com/NaiboWang/EasySpider,True
colinhacks_zod,zod,colinhacks,TypeScript-first schema validation with static type inference,39334,1554,68,189,64,176,TypeScript,2020-03-07T20:59:08Z,2025-08-03T11:53:27Z,https://github.com/colinhacks/zod,True
tw93_pake,Pake,tw93,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,40849,7617,221,68,4,31,Rust,2022-10-14T09:32:57Z,2025-08-03T14:13:48Z,https://github.com/tw93/Pake,True
ziglang_zig,zig,ziglang,"General-purpose programming language and toolchain for maintaining robust, optimal, and reusable software.",40273,2921,379,3416,252,20,Zig,2015-08-06T00:51:28Z,2025-08-03T14:46:24Z,https://github.com/ziglang/zig,True
sharkdp_fd,fd,sharkdp,"A simple, fast and user-friendly alternative to 'find'",38927,904,152,125,17,40,Rust,2017-05-09T21:27:10Z,2025-08-03T08:22:17Z,https://github.com/sharkdp/fd,True
jgm_pandoc,pandoc,jgm,Universal markup converter,38620,3589,517,996,80,147,Haskell,2010-03-20T20:34:23Z,2025-08-03T13:39:07Z,https://github.com/jgm/pandoc,True
curl_curl,curl,curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",38437,6807,781,11,27,91,C,2010-03-18T22:32:22Z,2025-08-03T13:04:20Z,https://github.com/curl/curl,True
tmux_tmux,tmux,tmux,tmux source code,38403,2236,438,63,7,37,C,2015-06-03T23:32:55Z,2025-08-03T13:41:08Z,https://github.com/tmux/tmux,True
christitustech_winutil,winutil,ChrisTitusTech,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates",38287,2069,326,190,4,22,PowerShell,2022-04-28T02:25:19Z,2025-08-03T14:29:24Z,https://github.com/ChrisTitusTech/winutil,True
saadeghi_daisyui,daisyui,saadeghi,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",38153,1519,156,43,10,100,Svelte,2020-11-28T22:57:27Z,2025-08-03T13:50:40Z,https://github.com/saadeghi/daisyui,True
trpc_trpc,trpc,trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,38097,1395,89,141,45,216,TypeScript,2020-07-18T01:17:11Z,2025-08-03T13:55:57Z,https://github.com/trpc/trpc,True
photoprism_photoprism,photoprism,photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨,38033,2120,334,414,8,78,Go,2018-01-27T12:00:15Z,2025-08-03T09:32:31Z,https://github.com/photoprism/photoprism,True
preactjs_preact,preact,preactjs,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,37844,2018,395,65,86,229,JavaScript,2015-09-11T02:40:18Z,2025-08-03T12:07:45Z,https://github.com/preactjs/preact,True
ant-design_ant-design-pro,ant-design-pro,ant-design,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,37362,8205,739,152,2,26,TypeScript,2017-08-25T10:40:44Z,2025-08-03T10:08:54Z,https://github.com/ant-design/ant-design-pro,True
gofiber_fiber,fiber,gofiber,⚡️ Express inspired web framework written in Go,37302,1832,286,93,11,127,Go,2020-01-16T03:59:20Z,2025-08-03T13:42:12Z,https://github.com/gofiber/fiber,True
