project_name,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,1月,2月,3月,4月,5月,6月
farcaster-py-vrypan,2023-11-01,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
eco-mint,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
eth-wizard-stake-house,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hashkeydid,2023-04-01,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
pulsarswap,2023-04-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
militereum,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
rentfun,2023-09-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icdevsorg,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
quantum3-labs,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
protspec,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
passportxyz,2024-10-01,0.0,0.0,0.0,3.0,12.0,21.0,1.0,13.0,11.0,11.0,8.0,10.0,8.0
shadowsocks,2020-12-01,2.0,3.0,14.0,5.0,7.0,6.0,10.0,4.0,5.0,5.0,14.0,1.0,2.0
pypa,2021-09-01,5.0,3.0,7.0,4.0,10.0,2.0,12.0,3.0,21.0,22.0,11.0,10.0,13.0
sushi,2021-02-01,0.0,0.0,0.0,2.0,13.0,8.0,3.0,0.0,16.0,5.0,0.0,2.0,2.0
alphawallet,2020-12-01,4.0,5.0,0.0,2.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,1.0,1.0
guardian-project,2024-10-01,0.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
apeworx,2022-06-01,17.0,18.0,16.0,20.0,44.0,22.0,28.0,30.0,27.0,38.0,21.0,17.0,10.0
dimensiondev,2020-04-01,3.0,0.0,6.0,13.0,4.0,4.0,0.0,8.0,9.0,5.0,8.0,9.0,8.0
planetable,2023-04-01,14.0,1.0,12.0,7.0,3.0,5.0,13.0,17.0,28.0,28.0,12.0,15.0,19.0
matrixai,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0
router-protocol,2024-10-01,0.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
cartesi,2021-02-01,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
electronic-frontier-foundation,2021-11-01,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,4.0
filswan,2022-03-01,0.0,3.0,8.0,3.0,3.0,3.0,4.0,1.0,11.0,4.0,0.0,0.0,1.0
lume-web,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,4.0,5.0,0.0,0.0,0.0
poapin-glory-lab,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0
via-protocol,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
qortal,2023-11-01,9.0,2.0,6.0,3.0,1.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
curve,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0xparc,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
prettier-solidity,2020-12-01,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0
labrys-group,2023-04-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phi-labs-inc,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
defi-wonderland,2022-08-01,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,4.0,0.0,1.0,5.0
revm-bluealloy,2022-06-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
alto-io,2020-10-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0
talent-dao,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ethstorage,2024-01-01,0.0,0.0,0.0,1.0,18.0,11.0,2.0,1.0,18.0,9.0,1.0,0.0,7.0
corpus-io,2023-04-01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
zcloak-network,2023-09-01,89.0,71.0,72.0,12.0,1.0,0.0,35.0,7.0,2.0,0.0,9.0,0.0,0.0
solve3-org,2023-11-01,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
openfort-xyz,2025-02-01,0.0,9.0,31.0,7.0,13.0,17.0,29.0,27.0,13.0,16.0,0.0,5.0,0.0
pluralitybook,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0
huddle01,2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0
carmineoptions,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
zokrates,2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,1.0
weichain,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
namesys-eth,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0
coinvise,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
w3itch-crafter,2022-06-01,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
builders-garden,2024-04-01,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ethui,2024-04-01,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
drewpackages,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
nerd3lab,2025-04-01,0.0,0.0,0.0,0.0,16.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0
dappnode,2019-10-01,34.0,33.0,18.0,20.0,20.0,32.0,26.0,35.0,29.0,9.0,28.0,1.0,127.0
gelato,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fairdatasociety,2023-08-01,20.0,14.0,9.0,11.0,7.0,3.0,5.0,12.0,6.0,8.0,7.0,2.0,5.0
thebadge,2023-08-01,7.0,11.0,2.0,6.0,4.0,3.0,4.0,1.0,6.0,16.0,9.0,1.0,5.0
filecoin-project,2021-02-01,12.0,24.0,47.0,28.0,14.0,15.0,14.0,15.0,17.0,43.0,72.0,94.0,62.0
ssbc,2024-10-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tellor-io,2020-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
lxdao-official,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
curvegrid-multibaas,2024-06-01,0.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
zkbob,2023-04-01,8.0,3.0,6.0,11.0,14.0,3.0,10.0,8.0,6.0,6.0,0.0,1.0,2.0
rotki,2020-02-01,0.0,0.0,0.0,0.0,14.0,7.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0
elimu-ai,2021-05-01,11.0,9.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
idena-network,2020-12-01,7.0,6.0,2.0,7.0,3.0,5.0,3.0,4.0,1.0,7.0,2.0,4.0,1.0
ethersphere,2020-04-01,0.0,0.0,0.0,4.0,3.0,3.0,7.0,9.0,24.0,7.0,17.0,40.0,11.0
bitquery,2021-03-01,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
threefoldfoundation,2023-07-01,2.0,3.0,7.0,8.0,8.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0
here-wallet,2023-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacp2p,2024-04-01,35.0,71.0,0.0,42.0,0.0,24.0,33.0,56.0,99.0,37.0,10.0,15.0,52.0
ipni,2024-10-01,10.0,16.0,5.0,7.0,11.0,9.0,8.0,0.0,5.0,2.0,2.0,5.0,4.0
leastauthority,2020-07-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eth-brownie,2020-07-01,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,6.0,5.0,3.0,2.0,2.0
raid-guild,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ezkl-zkonduit,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,18.0,12.0,10.0
gnosischain,2023-04-01,1.0,7.0,7.0,1.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0
drand,2024-10-01,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
naturalselectionlabs,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
blockchain-lab-um,2024-04-01,11.0,1.0,4.0,4.0,0.0,38.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0
clrfund,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coin-cashew,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ambiretech,2023-11-01,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,7.0,4.0
dypfinance,2021-03-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dexkit,2023-04-01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zkemail,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2.0,0.0,4.0
stereum-dev,2021-03-01,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hats-protocol,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fluidkey,2024-04-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
plebbit,2022-06-01,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,9.0,2.0,2.0,14.0,18.0
lemonadesocial,2024-01-01,6.0,2.0,0.0,0.0,2.0,15.0,14.0,10.0,15.0,8.0,5.0,6.0,3.0
frame-floating,2020-10-01,0.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0
zerodao,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemery-testnet,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0
citizenwallet,2023-08-01,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0
0x3327,2023-11-01,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darkforest-eth,2021-03-01,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couger-inc,2020-07-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
proveuswrong,2023-08-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
web3privacy,2025-04-01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vaariance,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0
denotalabs,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tokenguardio,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,2.0
dasylang,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
yohakuxyz,2024-08-01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
eth-pkg,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0
peeramid-labs,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,9.0,15.0,1.0
rolod0x,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
circuitscan,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
blockchain-kami,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
muqa-org,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1
